Protein IDs,Fasta headers,LFQ intensity 1,LFQ intensity 2,LFQ intensity 20,LFQ intensity 22,LFQ intensity 25,LFQ intensity 28,LFQ intensity 29,LFQ intensity 31,LFQ intensity 33,LFQ intensity 36,LFQ intensity 37,LFQ intensity 39,LFQ intensity 4,LFQ intensity 8,LFQ intensity 9
Q8CJ75;Q5XIL4,"tr|Q8CJ75|Q8CJ75_RAT Vinexin alpha (Fragment) OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|Q5XIL4|Q5XIL4_RAT Sorbin and SH3 domain containing 3, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Sorbs3 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q62733,"sp|Q62733|LAP2_RAT Lamina-associated polypeptide 2, isoform beta OS=Rattus norvegicus OX=10116 GN=Tmpo PE=1 SV=3",0,0,0,11897,0,0,964840,74565,0,401150,21582,206740,136010,134930,38809
A0A0A0MY48;A0A0A0MY49;P39052-4;P39052-3;P39052-2;P39052,tr|A0A0A0MY48|A0A0A0MY48_RAT Dynamin GTPase OS=Rattus norvegicus OX=10116 GN=Dnm2 PE=1 SV=2;tr|A0A0A0MY49|A0A0A0MY49_RAT Dynamin GTPase OS=Rattus norvegicus OX=10116 GN=Dnm2 PE=1 SV=2;sp|P39052-4|DYN2_RAT Isoform 4 of Dynamin-2 OS=Rattus norvegicus OX=1011,0,0,0,98942,0,0,43016,0,0,0,0,0,40457,275490,12903
Q62785,sp|Q62785|HAP28_RAT 28 kDa heat- and acid-stable phosphoprotein OS=Rattus norvegicus OX=10116 GN=Pdap1 PE=1 SV=1,0,0,0,0,0,0,21708,0,0,18461,0,0,51760,0,131500
Q62952;Q62952-2,sp|Q62952|DPYL3_RAT Dihydropyrimidinase-related protein 3 OS=Rattus norvegicus OX=10116 GN=Dpysl3 PE=1 SV=2;sp|Q62952-2|DPYL3_RAT Isoform 2 of Dihydropyrimidinase-related protein 3 OS=Rattus norvegicus OX=10116 GN=Dpysl3,16390,0,0,0,0,7981.2,128710,0,14640,31453,0,0,0,0,101930
Q66H98,sp|Q66H98|CAVN2_RAT Caveolae-associated protein 2 OS=Rattus norvegicus OX=10116 GN=Cavin2 PE=1 SV=3,128310,126210,255370,738100,161370,879280,610470,351390,136210,1118500,700430,1102900,384220,541140,0
Q66HF9,sp|Q66HF9|LRRF1_RAT Leucine-rich repeat flightless-interacting protein 1 OS=Rattus norvegicus OX=10116 GN=Lrrfip1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,16060,0,6631.2
Q66HI5;P19132;A0JPM7;Q6AYV6;Q2TA66;Q5FVS1;Q6P9V2;Q6LDW6,tr|Q66HI5|Q66HI5_RAT Ferritin OS=Rattus norvegicus OX=10116 GN=Fth1 PE=1 SV=2;sp|P19132|FRIH_RAT Ferritin heavy chain OS=Rattus norvegicus OX=10116 GN=Fth1 PE=1 SV=3;tr|A0JPM7|A0JPM7_RAT Ferritin (Fragment) OS=Rattus norvegicus OX=10116 GN=Fth1 PE=2 SV=1;t,1748400,6018700,1086900,1919400,38083,1088900,570700,2560000,1738200,548010,1690600,1658200,4732200,851210,70612
Q66HT2;Q99PM1,tr|Q66HT2|Q66HT2_RAT TOX high mobility group box family member 4 OS=Rattus norvegicus OX=10116 GN=Tox4 PE=1 SV=1;sp|Q99PM1|TOX4_RAT TOX high mobility group box family member 4 OS=Rattus norvegicus OX=10116 GN=Tox4 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,4442.8,0,22195
Q68A21;A0A0G2JUX5,sp|Q68A21|PURB_RAT Transcriptional activator protein Pur-beta OS=Rattus norvegicus OX=10116 GN=Purb PE=1 SV=3,0,0,0,0,0,0,224840,0,12978,265570,0,0,381750,177570,330820
Q1EG89;A0A0G2JY12;Q66H76,tr|Q1EG89|Q1EG89_RAT Myocardial ischemic preconditioning associated protein 7 OS=Rattus norvegicus OX=10116 GN=Pxn PE=1 SV=1;tr|A0A0G2JY12|A0A0G2JY12_RAT Paxillin OS=Rattus norvegicus OX=10116 GN=Pxn PE=1 SV=1;sp|Q66H76|PAXI_RAT Paxillin OS=Rattus norvegic,0,16943,114190,0,0,69019,260090,71994,0,101080,0,251380,134770,174250,164640
Q68FR2,sp|Q68FR2|BIN2_RAT Bridging integrator 2 OS=Rattus norvegicus OX=10116 GN=Bin2 PE=1 SV=1,0,0,0,0,0,0,0,0,43248,0,0,0,0,0,304550
Q68FR9;Q68FR9-2,sp|Q68FR9|EF1D_RAT Elongation factor 1-delta OS=Rattus norvegicus OX=10116 GN=Eef1d PE=1 SV=2;sp|Q68FR9-2|EF1D_RAT Isoform 2 of Elongation factor 1-delta OS=Rattus norvegicus OX=10116 GN=Eef1d,35782,23550,891880,515920,0,520350,1013400,329280,0,587950,360630,643380,918540,203230,1029600
Q68HB8;Q68HB7;Q68HB5;Q68HB6,"tr|Q68HB8|Q68HB8_RAT Protocadherin 7 OS=Rattus norvegicus OX=10116 GN=Pcdh7 PE=1 SV=1;tr|Q68HB7|Q68HB7_RAT Protocadherin 7b OS=Rattus norvegicus OX=10116 GN=Pcdh7 PE=2 SV=1;tr|Q68HB5|Q68HB5_RAT Protocadherin 7, isoform CRA_b OS=Rattus norvegicus OX=10116 G",0,0,0,37958,0,0,91463,0,0,33570,30931,59864,0,39029,0
Q6AXS5;Q6AXS5-2,sp|Q6AXS5|PAIRB_RAT Plasminogen activator inhibitor 1 RNA-binding protein OS=Rattus norvegicus OX=10116 GN=Serbp1 PE=1 SV=2;sp|Q6AXS5-2|PAIRB_RAT Isoform 2 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Rattus norvegicus OX=10116 GN=Serbp1,62201,0,309470,302410,0,65070,201580,120500,107400,186680,180530,316620,48955,196360,43846
Q6AYD6,sp|Q6AYD6|PDLI2_RAT PDZ and LIM domain protein 2 OS=Rattus norvegicus OX=10116 GN=Pdlim2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,16389,0,0,70294,23533,0
Q6AYT4,sp|Q6AYT4|F122A_RAT Protein FAM122A OS=Rattus norvegicus OX=10116 GN=Fam122a PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R9PXU3;Q6IRI3;Q9QY17-4;Q9QY17-2;Q9QY17-3;Q9QY17,tr|R9PXU3|R9PXU3_RAT Protein kinase C and casein kinase substrate in neurons 2 protein OS=Rattus norvegicus OX=10116 GN=Pacsin2 PE=1 SV=2;tr|Q6IRI3|Q6IRI3_RAT Protein kinase C and casein kinase substrate in neurons 2 OS=Rattus norvegicus OX=10116 GN=Pacsin,0,0,0,0,0,0,0,0,0,0,0,0,111610,0,159220
Q6JE36,sp|Q6JE36|NDRG1_RAT Protein NDRG1 OS=Rattus norvegicus OX=10116 GN=Ndrg1 PE=1 SV=1,0,0,0,0,0,0,14453,0,0,0,0,0,9018.4,0,0
Q6MG08,sp|Q6MG08|ABCF1_RAT ATP-binding cassette sub-family F member 1 OS=Rattus norvegicus OX=10116 GN=Abcf1 PE=1 SV=1,0,0,94155,72110,0,152650,107330,14674,86143,178720,40259,136470,386410,43462,143850
Q6MGA9,sp|Q6MGA9|BRD2_RAT Bromodomain-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Brd2 PE=1 SV=1,0,0,0,0,0,0,0,68140,0,0,0,48938,0,0,0
Q6P6T5,sp|Q6P6T5|OCLN_RAT Occludin OS=Rattus norvegicus OX=10116 GN=Ocln PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6P7P5,sp|Q6P7P5|BZW1_RAT Basic leucine zipper and W2 domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Bzw1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,57474,0,0,0,0,60156
Q6PDU1,sp|Q6PDU1|SRSF2_RAT Serine/arginine-rich splicing factor 2 OS=Rattus norvegicus OX=10116 GN=Srsf2 PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6TRW4-3;Q6TRW4;D3ZU56;F1M797;D3ZXE2;Q6TRW4-2,sp|Q6TRW4-3|PDS5B_RAT Isoform 3 of Sister chromatid cohesion protein PDS5 homolog B OS=Rattus norvegicus OX=10116 GN=Pds5b;sp|Q6TRW4|PDS5B_RAT Sister chromatid cohesion protein PDS5 homolog B OS=Rattus norvegicus OX=10116 GN=Pds5b PE=1 SV=2;tr|D3ZU56|D3ZU5,0,0,4062.5,0,0,0,0,0,0,0,0,0,67307,0,0
Q6URK4-2;Q6URK4;E9PSU5;D4A6A2;O70592,sp|Q6URK4-2|ROA3_RAT Isoform 2 of Heterogeneous nuclear ribonucleoprotein A3 OS=Rattus norvegicus OX=10116 GN=Hnrnpa3;sp|Q6URK4|ROA3_RAT Heterogeneous nuclear ribonucleoprotein A3 OS=Rattus norvegicus OX=10116 GN=Hnrnpa3 PE=1 SV=1;tr|E9PSU5|E9PSU5_RAT Unch,314500,61976,19211,77848,0,45885,53299,51095,89851,238110,55697,122810,36272,55563,83552
R9PXR4;Q75Q39,tr|R9PXR4|R9PXR4_RAT Mitochondrial import receptor subunit TOM70 OS=Rattus norvegicus OX=10116 GN=Tomm70 PE=1 SV=1;sp|Q75Q39|TOM70_RAT Mitochondrial import receptor subunit TOM70 OS=Rattus norvegicus OX=10116 GN=Tomm70 PE=1 SV=1,9643.8,0,50711,31749,0,0,107510,0,43761,9901.4,67576,18493,72075,15000,64355
Q76MT4,sp|Q76MT4|ESF1_RAT ESF1 homolog OS=Rattus norvegicus OX=10116 GN=Esf1 PE=1 SV=1,0,0,72877,35759,0,0,0,0,31853,104930,0,0,0,0,121380
Q7TSU1,sp|Q7TSU1|BIG2_RAT Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Rattus norvegicus OX=10116 GN=Arfgef2 PE=1 SV=1,0,0,0,0,0,0,40366,34993,0,69634,0,55462,61753,0,82724
Q80X08;F1LPG9;A0A0U1RS11,sp|Q80X08|WASC2_RAT WASH complex subunit 2 OS=Rattus norvegicus OX=10116 GN=Washc2 PE=1 SV=1;tr|F1LPG9|F1LPG9_RAT WASH complex subunit 2C OS=Rattus norvegicus OX=10116 GN=Washc2c PE=1 SV=2,0,0,0,0,0,0,3721,0,0,0,0,0,180150,0,153630
Q80ZF4,tr|Q80ZF4|Q80ZF4_RAT Non-specific serine/threonine protein kinase OS=Rattus norvegicus OX=10116 GN=Mapkapk2 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8K585-2;Q8K585,sp|Q8K585-2|HMGA1_RAT Isoform HMG-Y of High mobility group protein HMG-I/HMG-Y OS=Rattus norvegicus OX=10116 GN=Hmga1;sp|Q8K585|HMGA1_RAT High mobility group protein HMG-I/HMG-Y OS=Rattus norvegicus OX=10116 GN=Hmga1 PE=1 SV=3,341980,0,178080,386020,0,160110,906470,100890,114470,1924300,141910,581050,647650,306960,2172800
Q8VHK7;M0R3J6;F1LPC7,sp|Q8VHK7|HDGF_RAT Hepatoma-derived growth factor OS=Rattus norvegicus OX=10116 GN=Hdgf PE=1 SV=2;tr|M0R3J6|M0R3J6_RAT Hepatoma-derived growth factor OS=Rattus norvegicus OX=10116 GN=Hdgf PE=1 SV=2;tr|F1LPC7|F1LPC7_RAT Hepatoma-derived growth factor OS=Rat,122910,20308,516500,341080,0,111020,418450,229000,249760,223670,126950,424900,596580,201140,460160
A0A0G2JY69;G3V907;Q9QYU1,tr|A0A0G2JY69|A0A0G2JY69_RAT Peroxin-19 OS=Rattus norvegicus OX=10116 GN=Pex19 PE=1 SV=1;tr|G3V907|G3V907_RAT Peroxin-19 OS=Rattus norvegicus OX=10116 GN=LOC100911356 PE=1 SV=1;sp|Q9QYU1|PEX19_RAT Peroxisomal biogenesis factor 19 OS=Rattus norvegicus OX=10,224010,0,33191,0,0,26001,117940,0,315500,42282,0,0,129070,85452,47956
Q923W4,sp|Q923W4|HDGR3_RAT Hepatoma-derived growth factor-related protein 3 OS=Rattus norvegicus OX=10116 GN=Hdgfl3 PE=1 SV=1,0,0,0,593540,0,0,0,0,0,472880,71723,0,0,191270,0
Q925G1;A0A0G2JYC7;Q925G1-2,sp|Q925G1|HDGR2_RAT Hepatoma-derived growth factor-related protein 2 OS=Rattus norvegicus OX=10116 GN=Hdgfl2 PE=1 SV=2;tr|A0A0G2JYC7|A0A0G2JYC7_RAT Hepatoma-derived growth factor-related protein 2 OS=Rattus norvegicus OX=10116 GN=Hdgfl2 PE=1 SV=1;sp|Q925G1,21126,0,97576,68549,0,114960,351150,0,51776,414100,34886,131550,232580,184280,282250
Q99PD6,sp|Q99PD6|TGFI1_RAT Transforming growth factor beta-1-induced transcript 1 protein OS=Rattus norvegicus OX=10116 GN=Tgfb1i1 PE=1 SV=2,0,375430,509750,202620,0,698250,312320,171260,33730,117130,114350,251670,0,49917,0
Q9EQS0,sp|Q9EQS0|TALDO_RAT Transaldolase OS=Rattus norvegicus OX=10116 GN=Taldo1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9ESN0,sp|Q9ESN0|NIBA1_RAT Protein Niban 1 OS=Rattus norvegicus OX=10116 GN=Niban1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JHX4,sp|Q9JHX4|CASP8_RAT Caspase-8 OS=Rattus norvegicus OX=10116 GN=Casp8 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JJ19,sp|Q9JJ19|NHRF1_RAT Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Rattus norvegicus OX=10116 GN=Slc9a3r1 PE=1 SV=3,0,0,54301,0,0,0,49234,0,0,0,0,0,410480,0,269950
E9PTR4;A0A0G2JYC6;Q4V8A7,"tr|E9PTR4|E9PTR4_RAT RCG62582, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Ubap2l PE=1 SV=2;tr|A0A0G2JYC6|A0A0G2JYC6_RAT RCG62582, isoform CRA_c OS=Rattus norvegicus OX=10116 GN=Ubap2l PE=1 SV=1;tr|Q4V8A7|Q4V8A7_RAT Atp8b2 protein OS=Rattus norvegicus O",0,0,104050,0,0,0,43545,0,0,0,0,8136,30111,0,220990
Q9JJ54-3;Q9JJ54,sp|Q9JJ54-3|HNRPD_RAT Isoform 3 of Heterogeneous nuclear ribonucleoprotein D0 OS=Rattus norvegicus OX=10116 GN=Hnrnpd;sp|Q9JJ54|HNRPD_RAT Heterogeneous nuclear ribonucleoprotein D0 OS=Rattus norvegicus OX=10116 GN=Hnrnpd PE=1 SV=2,47118,25079,57885,51416,0,88715,101100,68203,56176,103850,55671,65512,95257,41982,181250
Q9JM15,sp|Q9JM15|S38A1_RAT Sodium-coupled neutral amino acid transporter 1 OS=Rattus norvegicus OX=10116 GN=Slc38a1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,127830,0,0,397660
Q9QZ86,sp|Q9QZ86|NOP58_RAT Nucleolar protein 58 OS=Rattus norvegicus OX=10116 GN=Nop58 PE=1 SV=1,0,0,99401,0,0,0,120600,0,0,35352,0,130370,0,0,0
Q9WTT7,sp|Q9WTT7|BZW2_RAT Basic leucine zipper and W2 domain-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Bzw2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9WU49,sp|Q9WU49|CHSP1_RAT Calcium-regulated heat stable protein 1 OS=Rattus norvegicus OX=10116 GN=Carhsp1 PE=1 SV=1,0,0,553560,198470,0,39737,279170,48208,196790,317350,132190,525690,194650,0,104640
Q9WU74-3;Q9WU74-2;Q9WU74,sp|Q9WU74-3|LSR_RAT Isoform 3 of Lipolysis-stimulated lipoprotein receptor OS=Rattus norvegicus OX=10116 GN=Lsr;sp|Q9WU74-2|LSR_RAT Isoform 2 of Lipolysis-stimulated lipoprotein receptor OS=Rattus norvegicus OX=10116 GN=Lsr;sp|Q9WU74|LSR_RAT Lipolysis-stim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9WVE9-2;Q9WVE9-1;Q9WVE9;CON__ENSEMBL:ENSBTAP00000001528,sp|Q9WVE9-2|ITSN1_RAT Isoform 3 of Intersectin-1 OS=Rattus norvegicus OX=10116 GN=Itsn1;sp|Q9WVE9-1|ITSN1_RAT Isoform 2 of Intersectin-1 OS=Rattus norvegicus OX=10116 GN=Itsn1;sp|Q9WVE9|ITSN1_RAT Intersectin-1 OS=Rattus norvegicus OX=10116 GN=Itsn1 PE=1 SV,0,11611,0,0,0,0,20569,12155,0,23717,14103,0,0,0,235240
Q9WVR6,sp|Q9WVR6|LAT2_RAT Large neutral amino acids transporter small subunit 2 OS=Rattus norvegicus OX=10116 GN=Slc7a8 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,106240,0,27210
Q9Z1H9,sp|Q9Z1H9|CAVN3_RAT Caveolae-associated protein 3 OS=Rattus norvegicus OX=10116 GN=Cavin3 PE=1 SV=1,0,0,0,1837500,0,2871300,4106500,4234600,0,1921700,27198,5070600,0,114970,138570
Q9Z1Z9,sp|Q9Z1Z9|PDLI7_RAT PDZ and LIM domain protein 7 OS=Rattus norvegicus OX=10116 GN=Pdlim7 PE=1 SV=1,0,0,0,0,0,134990,246040,0,0,13786,37196,197420,0,0,0
REV__A0A096MKA5;REV__A0A0G2JX30,"tr|A0A096MKA5|A0A096MKA5_RAT ATPase family, AAA domain-containing 2B (Fragment) OS=Rattus norvegicus OX=10116 GN=Atad2b PE=4 SV=1;tr|A0A0G2JX30|A0A0G2JX30_RAT ATPase family, AAA domain-containing 2B OS=Rattus norvegicus OX=10116 GN=Atad2b PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__A0A0A0MXZ3;REV__P84850;REV__B2GV75,"tr|A0A0A0MXZ3|A0A0A0MXZ3_RAT D-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=D2hgdh PE=1 SV=1;sp|P84850|D2HDH_RAT D-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=D2hgdh PE=3 SV=1;tr|B2GV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__B1H235,tr|B1H235|B1H235_RAT Protein BANP OS=Rattus norvegicus OX=10116 GN=Banp PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__P62243;REV__D3ZIE1;REV__B2RYR8;REV__Q6TXJ0,sp|P62243|RS8_RAT 40S ribosomal protein S8 OS=Rattus norvegicus OX=10116 GN=Rps8 PE=1 SV=2;tr|D3ZIE1|D3ZIE1_RAT 40S ribosomal protein S8 OS=Rattus norvegicus OX=10116 GN=RGD1566369 PE=3 SV=1;tr|B2RYR8|B2RYR8_RAT 40S ribosomal protein S8 OS=Rattus norvegicu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__M0R621;REV__D4A3X1,tr|M0R621|M0R621_RAT Uncharacterized LOC100909715 OS=Rattus norvegicus OX=10116 GN=LOC100909715 PE=1 SV=1;tr|D4A3X1|D4A3X1_RAT Similar to hypothetical protein OS=Rattus norvegicus OX=10116 GN=RGD1308601 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2JXH3;Q6X936,tr|A0A0G2JXH3|A0A0G2JXH3_RAT Kin of IRRE-like protein 1 OS=Rattus norvegicus OX=10116 GN=Kirrel1 PE=4 SV=1;sp|Q6X936|KIRR1_RAT Kin of IRRE-like protein 1 OS=Rattus norvegicus OX=10116 GN=Kirrel1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2JYK2;Q3B7T9,tr|A0A0G2JYK2|A0A0G2JYK2_RAT Rab11 family-interacting protein 1 OS=Rattus norvegicus OX=10116 GN=Rab11fip1 PE=1 SV=1;sp|Q3B7T9|RFIP1_RAT Rab11 family-interacting protein 1 OS=Rattus norvegicus OX=10116 GN=Rab11fip1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2JYN0;Q5U2M6,tr|A0A0G2JYN0|A0A0G2JYN0_RAT DDB1- and CUL4-associated factor 8 OS=Rattus norvegicus OX=10116 GN=Dcaf8 PE=1 SV=1;sp|Q5U2M6|DCAF8_RAT DDB1- and CUL4-associated factor 8 OS=Rattus norvegicus OX=10116 GN=Dcaf8 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2JYV0;D3ZGX8,tr|A0A0G2JYV0|A0A0G2JYV0_RAT Bromodomain-containing 4 OS=Rattus norvegicus OX=10116 GN=Brd4 PE=1 SV=1;tr|D3ZGX8|D3ZGX8_RAT Bromodomain-containing 4 OS=Rattus norvegicus OX=10116 GN=Brd4 PE=1 SV=2,0,0,241210,149240,0,306710,175410,616480,0,140310,0,114000,0,81594,165270
D3ZNC9,tr|D3ZNC9|D3ZNC9_RAT Membrane-associated ring-CH-type finger 4 OS=Rattus norvegicus OX=10116 GN=March4 PE=4 SV=1,0,0,8751.7,70773,10274,0,0,0,0,0,0,0,0,0,0
A0A0G2JZ13;D3ZGE6;Q66HL2;O70419;O70420;A0A1B0GWS4,"tr|A0A0G2JZ13|A0A0G2JZ13_RAT Src substrate cortactin OS=Rattus norvegicus OX=10116 GN=Cttn PE=1 SV=1;tr|D3ZGE6|D3ZGE6_RAT Cortactin, isoform CRA_c OS=Rattus norvegicus OX=10116 GN=Cttn PE=1 SV=3;sp|Q66HL2|SRC8_RAT Src substrate cortactin OS=Rattus norvegic",0,0,26707,45657,0,124870,35227,149160,23579,194480,37868,123390,38728,45572,8430.4
A0A0G2JSJ3;A0A0G2JVB0;Q6P506;A0A0G2JX37;Q07647,"tr|A0A0G2JSJ3|A0A0G2JSJ3_RAT Solute carrier family 2 (Facilitated glucose transporter), member 3 OS=Rattus norvegicus OX=10116 GN=Slc2a3 PE=1 SV=1;tr|A0A0G2JVB0|A0A0G2JVB0_RAT Solute carrier family 2, facilitated glucose transporter member 3 OS=Rattus norv",0,0,46388,0,0,0,0,0,0,0,0,0,0,0,113370
Q6IMY8;Q63555;A0A0G2JZ52,sp|Q6IMY8|HNRPU_RAT Heterogeneous nuclear ribonucleoprotein U OS=Rattus norvegicus OX=10116 GN=Hnrnpu PE=1 SV=1;tr|Q63555|Q63555_RAT SP120 OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|A0A0G2JZ52|A0A0G2JZ52_RAT Heterogeneous nuclear ribonucleoprotein U OS=Rat,896690,261150,1468100,414830,1090800,858000,905650,1230100,837850,1089000,979080,452750,1011100,758400,2553800
A0A0G2JZB4,tr|A0A0G2JZB4|A0A0G2JZB4_RAT Arginine/serine-rich coiled-coil protein 2 OS=Rattus norvegicus OX=10116 GN=Rsrc2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,13477,0,38679
F1M8F6,tr|F1M8F6|F1M8F6_RAT Myosin-8 OS=Rattus norvegicus OX=10116 GN=Myh8 PE=3 SV=3,192280,6673,623940,854980,0,125110,403060,8751.5,0,1466500,1170200,941260,0,583280,6883
G3V6Z9;Q9EPI8,"tr|G3V6Z9|G3V6Z9_RAT Mitochondrial transcription termination factor 1 OS=Rattus norvegicus OX=10116 GN=Mterf1 PE=3 SV=1;sp|Q9EPI8|MTEF1_RAT Transcription termination factor 1, mitochondrial OS=Rattus norvegicus OX=10116 GN=Mterf1 PE=1 SV=1",0,0,0,0,0,0,0,0,33402,28743,0,0,0,0,0
A0A0G2JZF2;G3V949;F1MAH8;Q9JK25;A0A0G2K681;O55156,tr|A0A0G2JZF2|A0A0G2JZF2_RAT CAP-Gly domain-containing linker protein 2 OS=Rattus norvegicus OX=10116 GN=Clip2 PE=1 SV=1;tr|G3V949|G3V949_RAT CAP-Gly domain-containing linker protein 2 OS=Rattus norvegicus OX=10116 GN=Clip2 PE=1 SV=1;tr|F1MAH8|F1MAH8_RAT C,0,0,0,0,0,0,9016.2,0,0,0,0,0,50658,0,0
Q499Q3;J7JVB9;P18590;P18589,tr|Q499Q3|Q499Q3_RAT Interferon-induced GTP-binding protein Mx2 OS=Rattus norvegicus OX=10116 GN=Mx2 PE=1 SV=1;tr|J7JVB9|J7JVB9_RAT Mx2 OS=Rattus norvegicus OX=10116 PE=2 SV=1;sp|P18590|MX3_RAT Interferon-induced GTP-binding protein Mx3 OS=Rattus norvegicu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2JZT3;F1LSN8;P70553,tr|A0A0G2JZT3|A0A0G2JZT3_RAT Natural resistance-associated macrophage protein 1 OS=Rattus norvegicus OX=10116 GN=Slc11a1 PE=1 SV=1;tr|F1LSN8|F1LSN8_RAT Natural resistance-associated macrophage protein 1 OS=Rattus norvegicus OX=10116 GN=Slc11a1 PE=1 SV=1;sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2JZY3;A0A0G2KB70,tr|A0A0G2JZY3|A0A0G2JZY3_RAT RALBP1-associated Eps domain-containing 1 OS=Rattus norvegicus OX=10116 GN=Reps1 PE=1 SV=1;tr|A0A0G2KB70|A0A0G2KB70_RAT RALBP1-associated Eps domain-containing 1 OS=Rattus norvegicus OX=10116 GN=Reps1 PE=1 SV=1,0,0,1767.1,3674.7,0,0,0,0,0,0,0,0,12593,0,48558
A0A0G2JZY6;G3V6S0;Q6XD99;A0A0G2K8W9;Q5D002;Q8VI65;F1MA36;Q9QWN8,tr|A0A0G2JZY6|A0A0G2JZY6_RAT Spectrin beta chain OS=Rattus norvegicus OX=10116 GN=Sptbn1 PE=1 SV=1;tr|G3V6S0|G3V6S0_RAT Spectrin beta chain OS=Rattus norvegicus OX=10116 GN=Sptbn1 PE=1 SV=3;tr|Q6XD99|Q6XD99_RAT Spectrin beta chain OS=Rattus norvegicus OX=1,0,52252,17992,0,0,34513,37072,74375,25914,0,20904,0,326320,4092.6,38979
Q62622,sp|Q62622|4EBP1_RAT Eukaryotic translation initiation factor 4E-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Eif4ebp1 PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3ZLW4;A0A0G2JSL4;P49816-4;P49816-2;P49816-3;P49816,tr|D3ZLW4|D3ZLW4_RAT Tuberin OS=Rattus norvegicus OX=10116 GN=Tsc2 PE=1 SV=3;tr|A0A0G2JSL4|A0A0G2JSL4_RAT Tuberin OS=Rattus norvegicus OX=10116 GN=Tsc2 PE=1 SV=1;sp|P49816-4|TSC2_RAT Isoform 4 of Tuberin OS=Rattus norvegicus OX=10116 GN=Tsc2;sp|P49816-2|TS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1LTD7;A0A0G2K089,tr|F1LTD7|F1LTD7_RAT DENN domain-containing 4C OS=Rattus norvegicus OX=10116 GN=Dennd4c PE=1 SV=3;tr|A0A0G2K089|A0A0G2K089_RAT DENN domain-containing 4C OS=Rattus norvegicus OX=10116 GN=Dennd4c PE=1 SV=1,0,0,45226,0,0,0,98951,0,0,0,0,0,77076,0,0
A0A0G2K0D3,sp|A0A0G2K0D3|LMOD1_RAT Leiomodin-1 OS=Rattus norvegicus OX=10116 GN=Lmod1 PE=1 SV=1,0,0,0,0,13101,0,0,0,0,33081,15262,0,0,92981,0
