Protein_names	Gene_names	UniprotID	LFQ_intensity_1_1	LFQ_intensity_1_2	LFQ_intensity_2_1	LFQ_intensity_2_2	LFQ_intensity_20_1	LFQ_intensity_20_2	LFQ_intensity_22_1	LFQ_intensity_22_2	LFQ_intensity_28_1	LFQ_intensity_28_2	LFQ_intensity_29_1	LFQ_intensity_29_2	LFQ_intensity_31_1	LFQ_intensity_31_2	LFQ_intensity_33_1	LFQ_intensity_33_2	LFQ_intensity_36_1	LFQ_intensity_36_2	LFQ_intensity_37_1	LFQ_intensity_37_2	LFQ_intensity_39_1	LFQ_intensity_39_2	LFQ_intensity_4_1	LFQ_intensity_4_2	LFQ_intensity_25_1	LFQ_intensity_25_2	LFQ_intensity_8_1	LFQ_intensity_8_2	LFQ_intensity_9_1	LFQ_intensity_9_2__
Protein disulfide-isomerase A3	Pdia3	P11598	142700	125320	88375	88520	224040	221770	160350	167150	103310	97642	148160	155640	93670	96596	222640	212080	179400	189110	130090	120020	181770	193430	111900	110300	122540	123060	133560	136490	216540	248590
ATP synthase protein 8	Mt-atp8	P11608	0	0	0	0	0	0	0	0	10511	3205.2	0	0	0	7217.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3575.9
Calcium/calmodulin-dependent protein kinase type II subunit gamma	Camk2g	P11730	65755	61250	44933	78118	75640	74588	129710	135120	127690	140140	138400	135990	160730	156120	57539	57974	96307	94449	130270	123490	124900	113750	84728	83675	129370	117620	130430	129230	24868	22018
Galectin-1	Lgals1	P11762	3659900	9894500	3241400	3664600	1728700	1698900	2681000	2747300	3120500	3814400	2082000	1913700	1849700	1791400	2278600	2326600	2704600	2698200	2625500	2408600	2486200	2720300	1844900	1683800	2684200	2833400	3130500	3432800	976220	739790
"Aldehyde dehydrogenase, mitochondrial"	Aldh2	P11884	308220	227540	152390	181310	142310	156450	188630	187740	152890	183180	236330	232620	170500	178170	206100	192310	150960	155670	246780	254900	168830	199750	394440	384420	185610	181510	214910	241220	157290	153990
Non-specific lipid-transfer protein	Scp2	P11915	5076.3	0	2049.1	0	19217	16356	34461	36488	14732	9097.2	40900	45550	13447	19225	9496.5	8528.7	28299	28804	30240	35383	31938	30662	92759	80457	10347	14585	9641.5	7421.6	23480	18088
Cytochrome c oxidase subunit 6C-2	Cox6c2	P11951	0	28098	27129	28108	78144	75081	45797	46619	50713	49069	123990	123000	29743	31278	56427	59382	43332	44989	64260	67324	47968	50258	17648	52761	38192	36465	63296	60379	89628	96173
"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial"	Bckdha	P11960	5842.8	0	1693.5	1948.1	4464.1	3237.9	8464.1	7559.5	9749.4	4557.6	6617.4	10165	18435	18465	0	5199.4	5679.8	8054.8	11307	9335.2	7685.3	8214.5	33702	37484	0	4035.4	867.33	0	0	0
Pyruvate kinase PKM	Pkm	P11980	29709	18997	17646	4195.4	0	0	0	0	0	0	0	0	0	3812.7	4929.2	3491.7	0	2537.5	0	0	0	0	0	0	0	0	0	0	0	0
Pyruvate kinase PKM	Pkm	P11980-2	310220	353410	310680	305040	808860	819650	446300	467090	352190	362060	390000	378280	382030	370570	628770	626530	374310	373100	449670	457110	343120	330410	407210	419080	394400	372250	393440	378680	913880	1056500
60S ribosomal protein L18	Rpl18	P12001	93039	52186	45090	26188	44204	33429	19362	21440	48223	61271	57780	75178	35028	37354	35760	29959	46835	39043	34570	33472	24109	34273	26715	25903	16511	18156	10885	0	26428	78578
"Isovaleryl-CoA dehydrogenase, mitochondrial"	Ivd	P12007	27278	77540	80934	74404	41761	38237	69916	69469	93230	100880	112210	112930	125110	110160	98715	89234	74544	82415	103780	95452	53428	66165	34641	23503	76053	80152	68589	42528	25736	33293
"Cytochrome c oxidase subunit 5B, mitochondrial"	Cox5b	P12075	0	0	8352.2	5143.3	45067	39940	15596	14559	8664.3	0	33173	38818	10512	9039.8	40068	37069	22728	20756	30054	25801	9500	7428.6	47432	47916	12528	16695	21800	25778	47847	48146
Serotransferrin	Tf	P12346	618180	2328600	1837600	2085300	147560	12773	1007300	1049400	456050	533950	410200	431210	532940	457520	351470	384340	645560	644820	362250	374640	480800	502950	162970	169990	405440	400110	549020	541820	51649	50837
cAMP-dependent protein kinase type II-alpha regulatory subunit	Prkar2a	P12368	38668	33964	29550	23447	31069	26690	47060	47674	46138	46667	50035	51152	59723	61133	28443	30928	59513	60710	56693	54435	52692	52495	41174	47234	53196	50726	36216	33041	18457	3449
cAMP-dependent protein kinase type II-beta regulatory subunit	Prkar2b	P12369	0	78621	34243	55527	35683	0	69002	67637	62380	75473	85940	83466	123800	117050	26724	27942	85302	83221	166010	52682	168620	63786	175210	192510	86793	67054	127740	41995	0	0
Alcohol dehydrogenase class-3	Adh5	P12711	72487	108920	92033	73338	81583	55746	41963	57059	51946	74624	66605	60898	97411	86071	73500	86716	47087	46831	60367	76220	63057	55825	95684	117820	65039	75682	60467	47334	69207	58490
60S ribosomal protein L26	Rpl26	P12749	47071	57975	15253	44739	109640	129670	45202	52877	9654.6	0	46247	51191	27055	24906	116010	118740	70466	69722	43475	70823	54553	41443	26199	24188	61516	61821	95331	92850	100270	135060
Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	Fasn	P12785	105050	54030	34904	45347	284660	271990	127890	137260	174390	174070	182760	166010	102700	125950	344430	318110	171010	156210	165140	158470	197820	208280	479750	493080	113320	103610	123740	124830	552260	533980
Myosin-3	Myh3	P12847	57149	6118.3	19114	17569	31880	20033	41722	38752	7630.5	9579.7	26880	28223	38375	10547	260510	22153	32988	34621	19569	31049	0	40107	59014	29831	0	21548	0	0	101490	100920
Nucleophosmin	Npm1	P13084	167660	466200	314210	305400	366390	356800	303490	308750	424170	427720	304650	297030	418720	377670	435550	389820	337630	331120	259730	279050	354410	377210	333200	277970	267980	288890	242390	228420	470860	495530
"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"	Suclg1	P13086	46023	53318	32569	43523	38643	37229	88302	90324	47752	48913	51331	54770	73108	74731	59379	79361	83056	95246	85591	87980	77570	81433	33080	38479	74569	76467	65894	66377	10130	15765
"Aspartate aminotransferase, cytoplasmic"	Got1	P13221	80020	98074	84113	74895	35482	33332	104380	100600	71448	75025	64325	43752	98143	88504	42465	45812	88439	91694	106940	110400	88514	93634	83542	96267	89478	102040	101590	116750	54292	39453
"2,3-cyclic-nucleotide 3-phosphodiesterase"	Cnp	P13233	62292	0	67691	26007	16405	0	5990.2	0	32130	38581	19044	20080	81586	74301	18201	12029	19442	27184	21009	20950	6532.6	12447	29000	53600	29704	11577	0	0	13026	0
"Glutaminase kidney isoform, mitochondrial;Glutaminase kidney isoform 68 kDa chain;Glutaminase kidney isoform 65 kDa chain"	Gls	P13264-2	22042	0	43567	27497	36742	37994	17460	29749	11341	22218	0	12128	41544	46856	29232	32056	41397	24527	41184	29287	35749	0	59971	70472	36601	30376	22531	29436	0	8287.9
Glypican-3	Gpc3	P13265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16616	13593	0	0	0	0	0	0	0	0	0	0	0	0	87553	87476
Nucleolin	Ncl	P13383	100560	163110	193490	156860	151190	174690	136900	147880	139710	159540	139940	136110	135350	138510	215350	210310	159170	165640	133620	120550	155080	166540	53876	33565	151910	141970	120210	124760	137970	247090
"3-ketoacyl-CoA thiolase, mitochondrial"	Acaa2	P13437	24257	99687	129900	112890	142130	142820	97234	90129	99816	100050	91410	92887	137590	136500	103320	109060	102090	111300	93455	97451	125770	109930	294730	330260	120580	110520	75882	81065	94124	105010
40S ribosomal protein S14	Rps14	P13471	12406	21713	33717	30065	20234	22023	8358.9	7288	32924	32766	21582	21077	21190	22864	13380	16591	21217	19967	11811	12060	18905	16750	20722	22192	12192	12716	13365	17053	74963	57133
Ceruloplasmin	Cp	P13635	142420	817710	448390	466560	102660	108630	208460	210700	135690	129710	215240	234070	142130	128560	100880	90598	178640	176690	159380	137880	274320	279020	130400	138080	244110	271550	195640	196180	62578	57964
Stathmin	Stmn1	P13668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10878	9992
Acylamino-acid-releasing enzyme	Apeh	P13676	0	0	6690.1	7810.3	0	0	14696	11644	9880.7	8787.8	0	0	4831.8	9592.8	11486	14264	9419.9	15230	6333.6	4727	14192	7886.8	0	0	14232	14996	0	5961.3	5522	3814.5
NADP-dependent malic enzyme	Me1	P13697	6090.3	0	2904.7	2982	4090.6	3442.3	19704	26728	15563	18563	14206	20668	18764	17792	2066.2	1809.3	14617	14102	14506	16441	18741	16323	184040	130330	17311	19498	15666	14443	0	0
"Electron transfer flavoprotein subunit alpha, mitochondrial"	Etfa	P13803	49665	124380	40034	39988	64606	68774	55959	54559	55100	76312	51290	55822	61185	51326	80431	77722	52741	60932	54780	63226	70913	52405	132950	155650	63593	56894	60024	60803	74131	74613
Myosin regulatory light chain RLC-A	Rlc-a	P13832	225370	206560	124650	152620	303290	305910	308630	261150	215820	230790	335500	333920	251620	222980	331250	337390	235400	226790	329190	309870	373740	338400	194240	219270	427840	374920	366400	362520	270640	252950
Collagen alpha-1(III) chain	Col3a1	P13941	63920	0	0	0	2215.6	3946.4	9453.3	14191	0	1998.2	38688	34449	4082.3	0	0	532.67	63275	74978	10767	9500.4	45702	54448	27333	22664	9575.8	16605	20661	21612	1932.9	8451.6
Alpha-1-inhibitor 3	A1i3	P14046	454060	417780	366540	401000	186860	194390	504330	491920	318420	299230	566410	561840	227740	199330	132680	137750	387590	404940	323060	329370	723070	763410	395480	350410	596200	587310	427500	446420	100870	77988
"Cholesterol side-chain cleavage enzyme, mitochondrial"	Cyp11a1	P14137	96233	0	3844.7	1710.6	52116	49845	63289	69233	0	0	97347	107300	38331	39600	0	159950	90313	0	82429	82237	0	0	0	0	136630	0	0	0	0	0
Carbonic anhydrase 3	Ca3	P14141	1114500	20108	20635	13394	124270	120590	6370.2	6404.1	16512	17609	0	1418.8	38728	42804	11661	13730	15347	14352	7441.8	471.74	16548	20439	2407200	2487500	23807	11391	2029.9	0	6752.6	7752.1
Aromatic-L-amino-acid decarboxylase	Ddc	P14173	0	0	0	0	9004.5	0	0	0	0	0	0	0	0	0	5788.2	4269.1	0	1117.9	0	0	0	0	0	0	0	0	0	0	6283.7	6999.9
Plasma kallikrein;Plasma kallikrein heavy chain;Plasma kallikrein light chain	Klkb1	P14272	12794	13688	15716	20669	0	0	8486.4	8990.5	10510	7907.1	8975.8	10166	13600	14081	0	0	6731.5	0	8840.4	7786.2	11980	15772	20603	20764	9039.9	11243	8516.5	7054.8	0	0
"Fumarate hydratase, mitochondrial"	Fh	P14408-2	26847	65984	46932	35851	85900	92770	100760	109900	98448	101700	68339	69065	99933	84889	74122	64583	83616	80232	121330	102970	86249	104320	109140	106380	115990	103600	102600	100100	49438	69226
Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain	Fgb	P14480	79925	199090	207860	215360	152040	138970	199730	197690	193030	189370	232590	229080	149920	160950	112070	113980	167010	178240	101600	119010	341560	342480	178160	208650	249780	248930	202940	204480	219300	237740
Lysosome-associated membrane glycoprotein 1	Lamp1	P14562	17112	58284	27850	24349	40396	38256	10936	14722	0	3984.6	15182	15477	7938.7	17625	60467	43951	28512	31659	9908	12315	0	0	20118	19632	29800	13269	15510	18028	84600	36781
"Enoyl-CoA hydratase, mitochondrial"	Echs1	P14604	56587	44118	47729	39331	32566	28269	45305	40892	69868	66978	44424	45342	69736	75352	25849	24897	36634	41124	50140	42563	29332	33075	109270	166640	37159	33712	31228	31994	94182	87387
Heat shock-related 70 kDa protein 2	Hspa2	P14659	14396	46068	34379	44212	23004	8654.1	38254	38608	36698	46179	46958	47583	73941	69177	34915	35643	36426	33050	50103	52600	24722	27384	20675	20843	32411	27853	38401	36207	4559.4	221.16
Annexin A5	Anxa5	P14668	587940	589410	569110	519000	254970	265850	256820	248230	248090	297330	203020	284420	257400	271170	337680	362110	353880	365040	257620	253320	383200	378870	433700	494740	352990	382110	268780	265720	305700	333990
Annexin A3	Anxa3	P14669	100160	47660	50088	34277	114650	116260	79452	82941	65910	89292	65198	69129	84454	93633	63104	62256	69668	63358	70148	72946	62538	63247	137950	123980	82171	78315	58837	61495	77158	89588
Cystatin-C	Cst3	P14841	19604	27539	20418	43453	20202	20370	4476.4	4758.3	19420	9352	22742	22705	3373.4	3620.3	5862.2	8034.5	14545	12399	15840	12526	0	4215.1	45964	43382	16344	11075	18052	17265	0	0
"Propionyl-CoA carboxylase alpha chain, mitochondrial"	Pcca	P14882	0	30086	24051	18397	12005	11763	23797	23092	17461	24695	27381	28601	19501	34948	15775	14549	17610	14502	23566	28189	14434	17391	50818	82347	20312	15878	19257	25783	31502	30175
Glutathione S-transferase alpha-4	Gsta4	P14942	0	0	0	0	12227	10419	13618	7797.9	0	0	16844	17763	8482.7	5523.7	36147	36611	0	18496	15882	17352	7356.7	11631	35963	28937	18227	20078	7886.1	5134.3	12664	12292
Polymeric immunoglobulin receptor;Secretory component	Pigr	P15083	0	135320	327820	267190	5850.4	1723.4	1248.2	882.14	0	121.57	957.26	1294.2	40798	31857	0	2399.2	0	0	497.6	554.33	0	603.84	10666	10434	0	0	426.49	843.89	3378.9	2922.9
Cytochrome P450 4B1	Cyp4b1	P15129	0	5617.1	12488	0	29459	27258	33637	32892	0	0	33676	29245	42606	41181	0	10411	24162	22978	0	0	0	1981.4	70094	68631	21757	0	0	0	0	0
"Aspartate--tRNA ligase, cytoplasmic"	Dars	P15178	9308.5	0	12489	14439	40935	36480	24383	22125	12364	13035	25853	31912	22304	21766	26370	23281	20816	21530	25963	26574	22548	19614	38273	35059	21925	19973	23234	25392	73276	67273
Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1	Map1b	P15205	18274	6523.2	32584	33692	30408	30686	50264	41082	56908	55696	54054	49410	42115	29002	12625	15132	43816	47841	39998	38472	66101	64528	61307	65422	39207	35014	47917	43853	8010.3	11471
Hormone-sensitive lipase	Lipe	P15304-2	317.77	0	0	0	0	3777	726.5	0	0	1693.9	3436	5842	2944.2	1789.1	2749.5	0	0	766.81	0	1993.4	5950.7	5749.7	190110	157840	0	196.48	0	0	0	0
Cyclic AMP-responsive element-binding protein 1	Creb1	P15337	0	0	0	0	0	0	2332.3	44831	6601.3	0	0	0	6656.3	7409.7	0	0	3117.8	6482.9	0	0	0	4753.5	0	0	0	0	0	0	0	0
Beta-enolase	Eno3	P15429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32048	0	101120	0	0	0	0	0	0	0
"Long-chain specific acyl-CoA dehydrogenase, mitochondrial"	Acadl	P15650	81595	92485	79594	80349	64984	71672	73768	72549	76636	79232	65098	70442	76458	61144	77319	76230	76173	84037	93922	85376	71314	70069	134120	115150	86692	79010	57995	59162	49958	42825
"Short-chain specific acyl-CoA dehydrogenase, mitochondrial"	Acads	P15651	0	0	10210	7565.5	40974	32136	36365	40031	37540	39617	45789	47072	31034	39429	22679	17610	39829	48430	43155	38041	38728	48426	49488	52356	50658	46944	30772	30799	58091	51886
Aminopeptidase N	Anpep	P15684	53778	17268	25575	32389	28765	31417	30666	35836	22615	20238	28087	27698	33319	34778	16350	13886	41436	42822	25479	26079	42954	37410	3910.4	13257	42605	40758	24282	19472	1912.6	4596.9
Calcium/calmodulin-dependent protein kinase type II subunit delta	Camk2d	P15791-5	8989.2	27184	51516	52548	40134	18273	27158	28950	74113	99852	27983	40749	72853	66846	29326	24321	31604	31652	35587	33476	16490	12180	13703	19825	23515	21231	33699	35673	14518	10140
Laminin subunit beta-2	Lamb2	P15800	172160	91701	68494	62732	80359	80034	80196	79956	90872	97304	87617	91863	108850	109130	111990	111830	86415	91914	131160	129750	76418	75079	95343	86698	85186	84612	75753	73011	25093	16934
Histone H1.4	Hist1h1e	P15865	2106200	440650	707190	597000	845750	880830	450800	471040	424000	429570	992610	1044700	1248000	1234300	2288200	2098400	1186600	1208700	756750	816980	299580	368810	528880	644910	646740	661240	744220	834210	745630	813050
Amyloid-like protein 2	Aplp2	P15943-2	0	0	0	0	57112	50942	0	0	0	0	655.1	0	0	3930.2	1173.8	0	0	0	0	363.69	0	0	0	0	863.63	0	0	1171.7	357.77	1365.7
"ATP synthase subunit alpha, mitochondrial"	Atp5a1	P15999	226330	231210	161170	183910	196800	215690	160670	150470	172190	150760	162490	185320	167240	162240	212290	223170	177390	171850	170920	164850	184820	146270	304210	283260	189370	169280	199890	218460	310450	399630
"Phosphate carrier protein, mitochondrial"	Slc25a3	P16036	31624	38502	41094	43795	75002	85663	83538	77876	91909	87905	59310	57337	45357	41596	78303	88290	86913	88924	94665	81189	89242	87356	38347	34726	115100	101240	94816	91009	63246	58988
"Spectrin alpha chain, non-erythrocytic 1"	Sptan1	P16086	198930	240220	178510	184870	123450	136060	125620	121020	109140	120080	117810	122950	209920	205130	138330	137120	127320	132570	111170	109200	130790	133460	220460	237390	139780	144250	98800	114150	80286	111090
Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain	F9	P16296	0	0	27180	0	8214.1	11753	52456	57148	40828	20403	0	0	42014	47245	0	13905	19095	21279	0	141530	10260	0	23718	58681	45229	0	50505	7103	161280	162230
Carboxylesterase 1D	Ces1d	P16303	221510	0	12354	0	23435	22404	59860	57068	2739.5	2050.4	33867	33376	41824	31441	0	0	29091	13224	50835	64099	1611.9	15341	1050300	1029300	22422	26869	0	12298	0	0
"RT1 class I histocompatibility antigen, AA alpha chain;Class I histocompatibility antigen, Non-RT1.A alpha-1 chain"	RT1-Aw2	P16391	72255	14094	23388	19259	34160	39624	40764	38098	34086	19399	0	29193	21935	36575	22638	44514	27733	32756	44876	54425	42644	46157	50417	61008	41744	42906	54631	60655	39062	39574
Myosin light chain 3	Myl3	P16409	79099	70617	133610	112330	141000	161690	105640	93714	234930	279190	203070	204070	63994	61587	103080	108610	81552	89525	146040	138440	52703	106160	87401	94231	100580	107000	158980	157960	317190	281060
Phosphatidylinositol transfer protein alpha isoform	Pitpna	P16446	37513	4635	27401	33842	74784	77183	71475	49297	72637	75860	70837	86089	71255	56166	32732	45795	65026	67287	70509	64691	67956	82956	70950	42292	93326	97139	78464	96435	28748	38020
Carcinoembryonic antigen-related cell adhesion molecule 1	Ceacam1	P16573-2	0	201340	253490	268480	0	0	0	0	0	0	14144	22930	1382.4	0	0	0	0	83759	70189	61410	69259	74225	31744	27846	0	52231	65791	0	3237.4	0
Phosphoglycerate kinase 1	Pgk1	P16617	220990	310660	222440	194000	401570	387420	293600	295800	243390	264950	253390	236680	230230	254530	418290	432830	309570	285790	246060	235010	227560	214550	412380	482860	211640	223750	207420	225820	729380	911890
Protein-lysine 6-oxidase	Lox	P16636	28164	0	16503	11787	14452	15001	14782	19070	30529	30321	17821	17217	25625	24163	21952	13226	22658	24407	37953	39819	33305	31669	0	0	35160	41713	34158	33665	0	0
ATP-citrate synthase	Acly	P16638	54453	48799	89830	89183	194500	207160	149550	148300	181590	199630	155920	164060	122980	122250	245650	258350	169770	186840	138080	145150	229320	227000	148640	147310	185020	187750	137650	133660	280960	290230
ATP-binding cassette sub-family D member 3	Abcd3	P16970	11555	79064	67411	19475	46453	45682	13723	15282	45550	32026	16622	2803.1	22713	7741.1	62550	40305	24714	42938	39482	34955	35374	28106	41049	34060	25670	27860	31452	28083	35717	32845
SPARC	Sparc	P16975	12960	25567	34737	18838	1120500	1181100	63594	54364	3073.9	11059	52800	50832	3975.9	2631.7	107730	116820	86702	88661	25717	36566	73525	81794	576.49	7645.4	9367.6	16641	35245	42620	47979	75185
Lysosome-associated membrane glycoprotein 2	Lamp2	P17046	37666	23960	10690	0	13304	9959.4	14411	15011	0	0	0	8435.9	0	0	18828	21540	23548	25595	13080	12332	21084	18644	25870	23792	33857	34942	15793	13714	0	0
40S ribosomal protein S19	Rps19	P17074	65417	82319	79352	78882	68992	64015	46319	42216	105750	82570	49823	48040	58510	60559	74504	78426	53775	52810	54705	48957	48328	37198	35294	37385	43785	44548	52816	58234	50214	52858
60S ribosomal protein L9	Rpl9	P17077	218880	181590	154840	145820	197090	200230	178280	175180	165980	203640	164810	159800	193500	183790	241010	230020	162870	160800	166690	187680	222950	221330	58516	47900	189700	175470	174840	172520	140530	217310
60S ribosomal protein L35	Rpl35	P17078	43824	33517	20131	16354	52420	57167	45188	45903	32649	26368	65173	65198	55469	51889	54494	62439	35564	40993	68319	64990	49855	48090	9201.8	8884	37398	32883	40589	46446	33532	36343
Small nuclear ribonucleoprotein-associated protein B;Small nuclear ribonucleoprotein-associated protein N	Snrpb;Snrpn	P17136	17388	29675	80495	46462	39435	31967	33727	36623	9654.5	13880	15560	23398	20598	13349	39748	38328	27218	28418	39373	31935	23272	20000	0	0	32842	38672	34374	23898	1014.8	851.17
Tissue alpha-L-fucosidase	Fuca1	P17164	0	0	13836	10151	17001	20109	13242	10465	15928	13708	6472.3	7206.9	12059	11248	0	5139.8	14152	15938	11987	12441	10747	9211.8	24093	4696.1	14484	14612	10813	10934	0	1919.2
Proteasome subunit alpha type-2	Psma2	P17220	93070	69521	45726	46959	113950	113280	110270	114180	75935	83105	124190	112080	96958	95443	87772	74340	107930	125130	118160	113710	147170	152360	113010	103820	118220	117360	75117	72168	124690	128250
Alpha-1-antiproteinase	Serpina1	P17475	646790	1040200	493470	564610	241060	238460	322100	323280	365310	368430	706160	774940	417930	431160	302800	289550	332950	318630	344500	354690	420160	389610	429170	428860	403660	395560	370180	353030	237720	285290
Uteroglobin	Scgb1a1	P17559	0	83348	81892	142930	0	0	0	0	0	2645.8	6234.4	0	0	0	0	0	0	0	0	0	0	0	0	2631.7	2471.1	0	2568.2	0	23005	21920
60S ribosomal protein L28	Rpl28	P17702	33706	35903	10179	8933.2	10080	11452	38308	43813	0	0	19586	0	10590	12904	33163	37296	45124	42659	22193	0	54379	55063	0	0	34529	37551	44228	42615	0	12365
"Acetyl-CoA acetyltransferase, mitochondrial"	Acat1	P17764	291460	400660	397070	358090	270150	263160	384730	404970	421430	461690	298820	295590	321890	341070	286560	319430	351990	381600	403110	439410	447490	416140	468170	459300	398880	379330	372090	403080	184730	150110
Nuclear pore glycoprotein p62	Nup62	P17955	0	6475.9	3068.8	8228.9	14994	14812	12637	11158	14729	15525	6130.1	6092	15342	14582	5751.3	12721	10783	11093	12913	12284	9725.5	0	0	1839.2	9078	10686	8488.9	8199.3	30610	29039
Sulfotransferase 1A1	Sult1a1	P17988	0	0	1760.9	10807	0	0	0	0	0	5530.2	0	0	1156.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2774.1	0	0
