Protein_names	Gene_names	UniprotID	LFQ_intensity_R1_1	LFQ_intensity_R1_2	LFQ_intensity_R2_1	LFQ_intensity_R2_2	LFQ_intensity_R20_1	LFQ_intensity_R20_2	LFQ_intensity_R22_1	LFQ_intensity_R22_2	LFQ_intensity_R25_1	LFQ_intensity_R25_2	LFQ_intensity_R28_1	LFQ_intensity_R28_2	LFQ_intensity_R29_1	LFQ_intensity_R29_2	LFQ_intensity_R31_1	LFQ_intensity_R31_2	LFQ_intensity_R33_1	LFQ_intensity_R33_2	LFQ_intensity_R36_1	LFQ_intensity_R36_2	LFQ_intensity_R37_1	LFQ_intensity_R37_2	LFQ_intensity_R39_1	LFQ_intensity_R39_2	LFQ_intensity_R4_1	LFQ_intensity_R4_2	LFQ_intensity_R8_1	LFQ_intensity_R8_2	LFQ_intensity_R9_1	LFQ_intensity_R9_2
Immunoglobulin	Ighm	F1LPR6	12934	16364	2088500	2124900	7116.9	13871	260500	264960	35920	38454	11472	5513.3	0	849.54	88332	84910	31615	26779	93780	98767	6759.8	0	9586.7	10920	34798	21450	13084	11468	7610.7	6766.5
Dynein	Dynll1	P63170	195960	188000	334440	313620	246390	316350	363020	296890	291840	322160	295470	274360	266850	193260	369590	320580	236470	279130	237600	228680	236290	272070	280210	288960	197050	229410	281160	287870	337630	259330
Alpha-2-macroglobulin-like	A2ml1	D3ZS19	457.06	0	878810	818010	4871.8	6583	64.183	30.959	1045.6	413.35	210.08	351.16	0	25.559	32230	35447	3542	3126.6	0	0	426.23	0	0	24.972	39621	29588	1631	653.04	192.44	169.78
Succinate	Sdha	Q920L2	74138	77102	101940	148710	157610	162960	193590	190460	220340	172060	173100	193220	126340	138020	140290	135930	202140	153470	166450	185060	173580	177330	195030	202080	297650	294470	164980	172950	98073	114980
Keratin	Krt18	Q5BJY9	49157	56547	245600	273460	312440	339740	139430	142810	62485	60256	46225	43583	82061	88576	141620	135520	103840	101310	54525	52190	159230	155630	45140	64250	145430	129800	40222	44170	145760	123800
Adipocyte-type	Fabp4	Q5XFV4	128640	136440	8876.6	7739.2	33399	37137	982.82	0	0	829.54	15358	15888	0	0	15745	13169	21462	20338	5305.5	287.83	495.63	0	0	1400.9	1023300	1037400	2198.6	1600.3	3026.4	9663.9
Ras	Rsu1	D4A8F2	160000	192560	211640	229880	134670	157550	182260	186420	166280	167750	240740	263760	198140	201330	261010	281190	145460	121820	219900	232350	272350	264820	123410	150640	90859	85525	179050	191420	25115	40014
Peroxidase	Pxdn	A0A0G2JWB6	121.12	0	48757	50282	568320	629450	3848.6	2466.7	2602.5	205.65	1700	1289.9	0	0	386.89	0	807.82	0	4054.1	4956.5	0	1833	4697.3	3422	0	0	1978.1	1522.3	2362.7	2459.4
2-oxoglutarate	Ogdh	Q5XI78	33085	32361	49917	58368	51871	57468	107070	108990	109180	107660	103330	92614	91415	83389	72425	72828	62894	63227	104270	88575	90342	94310	116750	118460	104810	83580	103910	105990	51474	55844
Ilf2	Ilf2	B2RZC6	1479500	437100	209930	87856	80499	55593	64936	72070	82012	86653	76006	93499	84642	83492	91780	91872	90577	86974	77853	77466	59714	65970	69817	83230	68744	61058	65992	60170	77613	86967
Myeloperoxidase	Mpo	A0A0G2K1A2	0	0	131550	134940	97030	77975	228650	224210	77306	77465	10592	2679.6	15888	0	2808.3	0	81579	96676	25086	22213	38080	35574	30728	25259	3640.6	2297.9	58368	62213	494660	481930
40S	Rps4x	X1WI37	46872	42920	99367	91617	95166	96591	105260	98060	92806	89887	93333	90644	94884	96481	69322	71950	113850	84607	90712	86160	91498	96775	107940	122610	19730	22495	85602	85012	39346	50858
Calpain	Capns1	Q64537	61498	99320	117230	155770	146480	131230	226120	255000	167810	171110	254480	288700	215190	213350	265720	222100	139670	138610	206450	206160	219520	203860	202230	214780	130320	103470	190120	197520	271060	277960
SH3	Sh3bgrl	B5DFD8	172330	158240	233050	252330	229470	251970	351030	366820	247670	278170	31936	74837	403530	408880	226340	236660	121360	102930	236070	260750	365040	367470	426600	422680	306780	339020	293000	321310	0	0
Corticosteroid	Hsd11b2	A0A1B0GWP2	0	0	0	0	169.3	0	161680	166350	114260	107880	118670	123620	147280	160880	5681.4	3177.9	0	1108.5	88664	94466	184760	233520	143000	190360	0	0	188980	187000	0	0
Serine	Serpinb6a	Q6P9U0	67807	61506	150730	164770	111250	118570	71345	68046	83984	84717	70036	88981	122490	124510	102300	123950	120550	143850	58992	61324	83471	81216	67801	75683	120950	130620	80536	78220	71689	69236
S-formylglutathione	Esd	B0BNE5	152940	71271	185130	200470	101360	104560	234540	213230	238590	231960	223600	195800	179930	217150	257450	223490	122900	104880	295250	252120	194800	175710	339800	353860	102750	65281	112060	113700	134920	114010
Cytosolic	Cndp2	Q6Q0N1	53925	63152	116530	109830	107030	102930	126310	123830	126100	125300	78959	88179	137230	143460	81232	77581	119350	130140	137800	129630	82132	80357	136900	128320	82356	95215	115640	96332	130660	131510
Chaperonin	Cct6a	Q3MHS9	108180	89324	108910	105080	170110	166800	133830	147750	114820	117860	167800	187800	171240	171650	181220	149360	171190	193350	128690	135640	154300	147250	137620	129460	49092	83741	131840	137040	236800	232420
14-3-3	Ywhab	P35213	67652	80525	66829	70937	82055	82189	69672	66277	96935	106390	153930	167510	92864	81351	131780	150100	157010	116900	104270	130960	105950	110390	87335	73904	168220	161410	120660	102280	168460	211180
12398	584.31	22092	27215	36585	34513	724700	894940	40394	38488	2955.1	0	14568	7538	6703.7	1807.8	74881	83254	2896.5	4531	26540	23236	18278	25318	45666	53135	55388	46404	12442	16278
60S	Rpl4	Q6P3V9	107860	102170	179880	147990	136060	155030	166530	182870	141910	133030	116280	132060	156910	144840	134900	116350	171510	171460	177080	165990	144860	157970	224450	239060	21088	20926	136520	136360	107430	86921
Collagen	Col18a1	F1LR02	206330	215090	217360	176300	151100	148680	147680	150350	118400	126230	171440	176520	75379	77817	177030	175270	185130	205110	131610	124990	138090	142110	140600	146610	15454	23020	151090	142530	81533	64646
Thymosin	Tmsb10	P63312	46333	74856	84295	74258	322210	332660	184810	142860	248750	262400	216740	115340	400030	414690	142540	223990	214470	208120	296790	300380	205630	204500	206290	218050	74820	74974	268690	266420	317730	319540
Hyou1	Hyou1	Q6P136	19571	12133	32189	41623	110460	110600	109040	111140	89093	85758	56778	47576	106330	92225	34921	28547	90699	95093	109740	122690	67477	80741	155890	149920	31462	44231	80604	75493	103660	91184
3	Hsd3b1	P22071	0	0	0	0	0	0	0	0	2383.4	463.93	0	0	0	0	0	0	0	0	151.46	0	0	36.476	0	0	698940	702040	726.66	0	99.711	96.419
Voltage-dependent	Vdac1	Q9Z2L0	94587	90739	104990	106270	129170	128060	69130	67791	89623	94245	65142	79429	69696	69836	44587	46066	141870	113790	93871	88925	78069	89011	98764	81538	70623	77995	85235	110720	150600	154950
Galactokinase	Galk1	Q5RKH2	796.81	1698.4	1836.8	9451.3	332440	352720	32317	23420	20755	29227	34595	47020	44248	42652	31948	27862	355630	402580	71147	64294	25831	21524	33440	30375	0	0	13510	13644	950070	959930
Heat	Hspa1b	P0DMW1	73331	78865	114810	116110	94441	96623	90394	84891	50272	53988	59710	78904	69268	73247	104480	102940	42207	46572	63186	62014	69630	74007	52276	48903	27378	28005	87819	93445	0	0
Sarcolemma	Slmap	D3ZKE6	74746	77649	92355	87492	79846	85056	105410	110370	83973	90609	141930	127700	81748	92889	114280	119960	68807	88040	98113	98972	116180	123110	86967	86819	10726	928.45	129350	131750	0	573.12
Ezrin	Ezr	A0A0G2K890	49262	43897	240870	211450	169530	168630	97389	108410	67345	67716	48519	40612	124460	131330	78529	82234	153740	161130	84400	83918	115520	123080	84900	82379	147510	145830	87027	87580	211460	220510
Transforming	Tgfb1i1	Q99PD6	33034	39843	79921	85756	93402	92476	162290	164260	138040	135720	119800	84689	145050	143560	114200	120770	35697	35786	138150	118950	150090	141900	128140	142080	11509	9558.1	131990	130260	0	0
ABRA	Abracl	D3ZSL2	26250	35518	230610	208840	321320	271810	386080	415340	367400	322530	350490	295410	345700	274690	328280	344150	264900	250910	432810	362910	272080	203080	314970	427930	223510	220490	188060	342450	434350	425560
N(G)N(G)-dimethylarginine	Ddah2	Q6MG60	228090	243960	334030	309980	121370	123270	126310	130380	147660	129860	149340	160700	144970	151310	286250	305970	182290	184680	173240	148500	117110	124120	143520	152560	194460	194460	153930	150460	38572	41049
Cytochrome	Uqcrc2	P32551	119650	118640	95062	100860	136670	156790	125310	121630	162840	135180	123540	120270	157670	173670	124100	127140	191310	169760	143850	135460	163080	140840	132950	145110	253080	235680	161060	162450	193540	201690
Cytoskeleton-associated	Ckap4	D3ZH41	14213	90451	16795	25681	411320	441330	90591	100160	64563	65456	86947	95341	101980	110440	57684	47246	176980	192090	158510	151200	87768	91634	144490	119820	4208.6	13737	82018	81195	324340	278620
D-dopachrome	Ddt	P80254	58032	60844	70478	65426	74627	81438	69672	80223	80117	76827	39244	33358	138690	160690	88936	86402	70034	83769	172190	159760	81740	56536	47955	53853	780860	741420	87975	86041	100210	103830
Protein	S100a11	Q6B345	230280	218230	370920	361550	195270	102970	316900	307540	258520	238980	84923	63132	57444	52718	32632	0	262970	332680	206570	201220	183000	122600	161670	185040	75588	59622	202850	210760	804730	583520
Cytochrome	Uqcrc1	Q68FY0	61993	74154	62567	58704	94989	96705	123710	132630	121110	121910	155880	160490	110740	124220	129500	105190	57271	59473	131530	127200	122370	110530	123840	141120	80585	72764	103150	101930	133940	130650
Ube2l3	Ube2l3	B2RZA9	53698	87253	110300	116920	109340	121540	194500	227050	192880	192990	130650	122860	101020	105420	106250	111790	117190	140660	151360	143290	108970	124580	189260	181040	93365	83718	149090	160270	40447	59816
Citrate	Aco1	G3V6S2	80392	87899	109980	108570	61360	64096	108490	112370	127500	130320	75959	79192	69976	77909	54423	67497	71623	64710	113070	117020	76330	66226	108360	114620	175350	175390	96545	92657	31108	27093
40S	Rps8	B2RYR8	117760	135990	121610	129470	101160	149990	146830	146620	114500	125510	86613	91272	136340	127690	95097	82287	160680	155920	173680	156930	150410	161900	153980	167260	11116	7396.5	137090	153190	108280	124000
H(	Atp6v1a	D4A133	20042	19965	42978	50334	117440	126670	76986	80674	77782	77209	85131	90958	62758	71806	62610	57442	121710	136080	92338	90828	71868	72161	84127	75981	105430	132470	63645	60214	203850	218500
Kininogen	Kng2	Q5PQU1	84450	95632	265660	272440	150290	106040	149790	128130	124560	138580	117090	118800	174550	192940	136270	118410	144010	147140	101250	96926	125220	125790	189340	166770	308540	231660	187180	195950	417440	448490
Coatomer	Copb1	P23514	15181	14259	36817	30303	103930	99701	80179	83473	71853	66301	75789	82800	79381	82979	51479	42819	103880	99384	97587	99966	69141	70783	100400	118370	53694	55912	85167	87606	181140	170820
Isoform	Plod2"	Q811A3-2	11213	3411.9	10723	12265	216450	207780	92898	90767	46797	46144	61070	50571	94776	90891	25214	23222	59808	58453	160690	145210	61515	55997	274710	223380	15603	11609	72064	86366	97659	91536
Coatomer	Copb2	O35142	63323	78401	48542	42933	156170	166470	112100	110180	98096	92863	72467	63373	121860	124080	68494	68402	175400	177680	122410	107520	124970	122960	125980	124940	53744	62411	128570	141510	205600	235120
Methanethiol	Selenbp1	F1LRJ9	107400	102260	146860	125850	26507	28124	54221	41530	65165	48067	11247	18321	41277	45868	89396	78730	49115	54090	54692	51083	40097	49351	45336	44659	311270	336600	26922	27681	511.45	804.78
Coactosin-like	Cotl1	B0BNA5	35975	46343	67342	59010	115820	86107	110090	112090	137650	139930	64248	61188	52624	52874	15636	21130	157510	169360	179630	181910	96938	64464	132800	120040	6024.8	25264	135750	135510	192790	189760
Calumenin	Calu	G3V6S3	37883	43967	9640.3	21925	159800	174100	97384	98171	90877	86634	44470	45266	130190	138910	49764	50251	91611	83178	106460	105000	82114	81168	137470	151450	39229	48611	96707	98155	77616	68997
C4a	C4b	Q6MG90	207790	185540	314430	191040	162740	180370	190800	190050	497210	505000	232530	401360	164320	186940	244610	231450	94315	92872	120910	112130	217180	233230	286240	259980	160660	153520	100360	103240	18919	11014
Indolethylamine	Inmt	D3ZNJ5	279020	286130	651770	633880	20077	25125	82342	95798	173660	145690	19132	49675	130070	127690	316200	299990	218350	214410	38590	39132	128180	117940	50617	57532	63062	55899	107980	116540	0	0
Peptidyl-prolyl	Ppib	P24368	99785	92874	66638	67078	148390	181140	97698	87835	86809	85555	69638	53247	111480	101810	57203	62505	151580	139980	114900	129760	71826	76359	126820	136190	61042	29857	100010	105590	72175	109450
High	Hdlbp	Q3KRF2	42707	34410	30367	36683	102980	107110	82465	80791	54190	54578	61700	61245	95564	110410	46737	37871	76729	79703	105950	100880	69860	70231	126780	138130	53590	33909	72706	73353	138130	131620
Histone	H2afz	A0A0A0MXW3	251570	363510	310460	322850	172990	160370	174450	191990	200100	195380	288850	263800	227240	202430	432720	457990	496910	412380	250140	255920	202830	214600	201220	204180	149990	127190	177400	184880	115350	93314
PDZ	Pdlim3	A0A0G2JSM3	61104	67052	62346	81945	67144	90577	125040	137530	113250	122110	164100	174250	212510	231210	115500	110240	50708	57360	168530	201380	187480	165160	132420	134040	0	1775.3	134270	131460	0	0
Glutamyl-tRNA	Eprs	A0A0G2JZI2	5770.4	7602.3	33628	39951	64414	63309	63137	59391	50224	49130	45525	56910	66879	67439	52370	44277	65013	65922	65624	63063	57376	62382	76553	66521	18003	22040	55489	55498	66296	67813
Rho	Arhgap1	D4A6C5	115450	144990	185800	154750	147570	157260	116190	117650	128560	140120	187140	200590	168550	170150	162490	162210	143300	162150	158050	158610	136860	147590	147700	150670	64214	65722	137930	120460	118160	108340
SPARC	Sparc	P16975	22277	19471	44122	22208	1393700	1511000	71760	18921	14778	13334	0	0	47669	47694	0	2335.8	116500	156870	88066	75321	428.11	0	79404	103260	937.36	12533	23545	24135	51743	51264
Inter-alpha-trypsin	Itih3	D3ZBS2	122180	159400	93741	112700	52397	52945	106830	117330	149930	148570	89298	115240	151730	151210	153550	160250	51203	63876	85376	83560	84493	56933	175120	188500	108020	101550	71312	45996	30318	30678
60S	Rpl7a	P62425	125840	128670	109070	85598	130080	119080	80407	89449	106900	100890	60177	54302	129020	111870	91159	61793	156680	154880	116270	114230	80436	89897	117140	142000	79661	59202	119590	109230	153340	150320
Aldo-keto	Akr1a1	P51635	75717	85344	121450	103220	71710	67695	123130	130440	103800	105020	96733	83711	88962	90135	90674	87870	80943	74464	110100	118080	93218	98196	81029	95079	154350	127070	78785	85539	33993	23104
Heterogeneous	Syncrip	M0R735	120810	97111	68565	79189	96731	93735	94479	98728	98271	95810	106100	96840	138800	133100	112380	106350	78048	70610	120060	94883	94297	88707	114060	108720	95421	79709	92173	98084	143470	125020
MICOS	Immt	A0A0G2JVH4	10852	22046	61440	62053	77491	82962	86670	76615	76633	74296	96190	93005	97365	98437	94396	94663	74258	70883	84263	81223	100360	102180	85428	88717	120510	92655	81919	77485	61215	59641
Eukaryotic	Eif3a	Q1JU68	62207	68999	83477	102280	114810	105610	117120	134200	128510	129030	156750	184120	134180	124880	143290	142410	180540	150100	153900	133810	108370	107620	157220	155480	73671	71483	113560	118970	287640	315500
N-acetylneuraminate	Nans	B1WC26	67293	59573	107920	109050	65300	71355	79286	77812	88855	92088	82794	97065	58228	66309	104290	84268	73827	70097	93445	94271	59757	57682	83138	92577	113370	107300	66849	69463	58057	69963
2271.5	3311.9	3573.6	3517.3	1942.8	12331	675220	826650	24819	21706	0	0	2341.5	1668.9	0	990.09	46209	62663	279.14	231.95	3570.4	4433.7	6011.5	6726	44670	94904	36177	44710	4779.7	4657.2
Stress-induced-phosphoprotein	Stip1	O35814	51057	45120	54436	47783	70200	68952	70655	66347	72657	73985	72335	58122	83060	80546	69128	50524	77977	84856	65956	68139	67992	64667	63139	66867	69474	70123	68276	67333	128250	114910
Ras-related	Rap1b	Q62636	177450	179220	212640	220670	64785	69730	191490	186400	186490	207130	118840	140790	89751	81416	103490	83908	119890	139100	144980	138020	99990	123770	188600	184780	50796	42291	160460	160750	27647	37523
40S	Rps18	A0A0H2UHT6	127400	156940	372390	368040	119660	115330	123330	137270	140880	157440	337720	366510	206690	169460	110850	131790	144040	145710	274620	290420	147350	165510	175190	164570	66122	64728	136550	138210	117120	149870
Lymphocyte	Lcp1	Q5XI38	54351	59884	42302	46035	44429	47380	108870	115220	104780	98869	49610	65704	64339	64225	46024	44996	57806	52465	66942	68788	101860	100270	78797	86011	65988	84475	88503	95757	42306	35987
Lactoperoxidase	Lpo	D4A400	0	0	1658900	1724300	0	0	37991	33859	11139	10538	4803.4	5390.3	0	246.75	42976	41438	0	816.4	0	0	20477	18383	0	0	3898	4265.9	8120.2	4943.7	0	0
GTP-binding	Ran	P62828	146800	187260	284290	274740	60600	50496	184260	170610	181360	248470	89202	99143	25257	36892	59844	53347	224560	226950	162010	178850	80530	21944	199080	185920	15061	22148	128850	140470	223860	246250
Histone	H1-0	P43278	232560	256100	495890	338850	71368	109880	89917	103960	109500	86734	204090	236540	123640	137550	529790	566870	244570	233650	174880	198870	140630	140600	116930	117900	35519	18001	109270	108460	80581	86789
V-type	Atp6v1b2	P62815	32832	47188	35254	73785	190420	161420	131460	136390	110900	102770	134290	139570	92069	98448	99679	106620	145700	269550	155300	135630	78047	86758	95685	100110	62037	77313	72318	89220	365150	284020
Cullin-associated	Cand1	P97536	70124	65977	60634	45833	68333	66710	67288	73193	83050	82178	92310	96640	127680	116910	75338	62024	66182	69729	89613	83416	106940	104300	99358	89997	86241	81536	99356	106310	59898	55565
Dipeptidyl	Dpp3	O55096	13938	14297	20460	24359	134120	122240	54110	57510	58473	56068	45356	35135	41378	39424	25472	22311	72202	74234	64433	62023	47860	44356	47517	49718	41117	43655	53133	49462	112950	117840
Elongation	Eef1d	Q68FR9	33964	31612	81962	46596	129090	128160	118910	107420	73561	90977	133970	111070	150140	142280	136190	124340	111280	111960	141030	108490	117780	111370	119520	91344	62271	68184	121450	133900	203850	179660
ATP	Atp5mg	Q6PDU7	61020	82988	212310	195400	244280	271650	231900	218810	209700	235230	274380	274260	293840	321230	218730	192420	274020	268150	202850	161730	240770	252690	273180	251520	244750	226960	217030	237260	186460	183310
Annexin	Anxa11	Q5XI77	63339	63578	48755	51604	46444	41150	42218	38359	36139	36876	60492	56527	64395	59639	66553	82221	51520	54154	42161	39005	66956	71941	35532	39317	76220	69952	49759	43543	105800	92262
Elongation	Tufm	P85834	81661	87386	102900	97642	90893	98539	99507	100490	94133	91865	100250	109070	114650	114960	105700	90237	101410	87822	95825	88678	90810	93132	114420	128700	205010	187460	71915	72748	65181	72970
Ubiquitin	Usp5	D3ZVQ0	53266	58112	92499	62106	117390	104800	130150	123400	118380	106590	121640	125630	109670	111660	109600	103980	104570	107300	122850	115440	86893	90955	103460	92478	82326	85085	104880	109170	93416	86049
